"Event","Frequency"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on an error by [position]","2"
"[name] singled through the right side, advanced to [base] on the error (count)","1"
"[name] out trying to advance on a pitch in the dirt (count)","1"
"[name] reached on an error by [position], advanced to [base] on a throwing error by [position]","1"
"[name] reached on a fielder's choice, out on double play [position] to [position] to [position], bunt","1"
"[name] reached on a fielder's choice to pitcher, bunt, SAC (count)","7"
"[name] Jeff walked","1"
"Hard-hit two-hopper right at SS [name]","1"
"[name] out at [base] [position] to [position] to [position] to [position], caught stealing","67"
"[name] Doug walked","1"
"S[name] to [position] for [name]","1"
"[name] doubled down the [fieldLocation], RBI, out at [base] [position] to [position] to [position] to [position]","1"
"[name] Jr. scored","10"
"[name] advanced to [base] on a passed ball, scored on a throwing error by [position], unearned","3"
"MSU pitcher [name] exits game due to injury","1"
"[name] Hunte struck out swinging (count)","9"
"[name] Jimenez singled up the middle (count)","1"
"[name] T struck out looking (count)","5"
"[name] grounded out to [position], SAC","195"
"[name] singled to [fieldLocation], 2 RBI, advanced to [base] on a throwing error by [position]","1"
"[name] Shan singled to [fieldLocation], RBI (count)","1"
"[name] singled through the left side, advanced to [base] on the error (count)","2"
"[name] to [position] for VERLIN,Nate","1"
"[name] struck out swinging, advanced to [base] on a wild pitch","1"
"[name] was ejected by crew chief in bottom of seventh inning","1"
"[name] singled, scored on an error by [position], RBI, unearned (count)","1"
"Je [name] out at [base] [position] to [position] (count)","1"
"[name] struck out swinging, RBI","1"
"[name] Col reached on a fielder's choice to [fieldLocation], RBI","1"
"[name] reached on a fielding error by [position], bunt, SAC (count)","7"
"[name] flied out to [position] down the [position] line, SF, RBI","4"
"[name] singled to [fieldLocation], bunt, RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] grounded out to [position], SAC, bunt, RBI","63"
"[name] reached on an error by [position], advanced to [base] on the throw, SAC, bunt","1"
"Mcguire to [position] for [name]","1"
"[name] grounded out to [position] unassisted, SAC","9"
"[name] Anthony did not advance","4"
"[name] out on batter's interference (count)","93"
"[name] Gar singled up the middle (count)","1"
"[name] Rei grounded out to [position] (count)","14"
"[name] Antho singled through the left side (count)","1"
"[name] out at [base] [position] to [position], out on the play, failed pickoff attempt","1"
"[name] reached on an error by [position], advanced to [base], advanced to [base] on the throw (count)","1"
"[name] Daul walked (count)","3"
"[name] out at [base] [position] to [position], SAC, bunt, RBI (count)","77"
"[name] Sam advanced to [base]","1"
"[name] singled through the left side, out at [base] [position] to [position] to [position] (count)","3"
"[name] infield fly to [position]","87"
"[name] singled down the [position] line, advanced to [base] on the throw, 3 RBI (count)","1"
"[name] DAZ singled through the left side","2"
"[name] McClain grounded out to [position]","10"
"[name] singled to [fieldLocation], advanced to [base] on a muffed throw by [position], assist by [position] (count)","1"
"Dejesus,Jame to [position] for [name]","1"
"AGUILAR to [position] for [name]","4"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on the throw","1"
"[name] doubled through the right side","20"
"[name] doubled through the left side, advanced to [base], RBI (count)","1"
"[name] scored, scored on an error by [position], unearned","11"
"[name] T.J. singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI","1"
"[name] Jawan struck out looking","1"
"[name] stole [base], scored on the error, unearned","2"
"[name] singled, advanced to [base] on an error by [position], advanced to [base] on an error by [position], RBI (count)","1"
"[name] to [position] for Berthiaume","2"
"[name] advanced to [base], scored on a muffed throw by [position]","2"
"[name] singled, out on the play, out at [base] [position] to [position] to [position], RBI (count)","1"
"[name] singled, advanced to [base] on a throwing error by [position] (count)","71"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] to [position], 3 RBI","1"
"[name] doubled, advanced to [base] on the throw, RBI","7"
"[name] singled up the middle, advanced to [base], RBI","4"
"[name] advanced to [base] on a fielding error by [position], out at [base] [position] to [position] to [position]","1"
"[name] singled through the left side","1947"
"[name] flied out to [position], SAC, 2 RBI (count)","1"
"[name] interference, scored","1"
"P. [name] grounded out to [position] (count)","1"
"[name] Bre out at [base] [position] to [position]","1"
"[name] pinch hit for [name] Kevin","1"
"[name] doubled to [fieldLocation], RBI, advanced to [base] (count)","2"
"[name] singled through the right side, advanced to [base] on an error by [position], RBI (count)","2"
"[name] to [position] for CAMPBELL","1"
"[name] Matt struck out looking","1"
"[name] lined out to [position]","3361"
"[name] McClain grounded out to [position], bunt","1"
"[name] Richar fouled out to [position] (count)","1"
"[name] singled through the left side, advanced to [base] on the throw","7"
"[name] homered to [fieldLocation], 4 RBI","83"
"[name] Well reached on a fielder's choice (count)","1"
"[name] inherits 1-0 count to [name] in 5th inning","1"
"[name] Hunte grounded out to [position]","10"
"[name] singled, out at [base] [position] to [position] to [position] to [position], caught stealing","1"
"[name] TJ reached on a throwing error by [position], advanced to [base] (count)","1"
"[name] Jak tripled to [fieldLocation] (count)","1"
"[name] flied out to [position], RBI, SF","1"
"[name] to [position] for BREWSTER,Aus","6"
"[name] singled to [fieldLocation], bunt, advanced to [base] on the error (count)","1"
"On Nowak's at bat, on 1-1 pitch, [name] was running (count), [name] not (WP)","1"
"[name] homered down the [fieldLocation], 3 RBI","11"
"[name] lost ball in the sun, ball landed just beyond the infield dirt","1"
"[name] Jac flied out to [position]","12"
"[name] Mitc reached on a fielder's choice (count)","1"
"[name] reached on a fielder's choice to pitcher, bunt, RBI (count)","2"
"Kokaska, Z. to [position] for [name]","3"
"[name] advanced to [base], scored on a fielding error by [position], unearned","71"
"[name] advanced to [base] on a wild pitch, scored on an error by [position]","3"
"[name] Hunte singled to pitcher (count)","1"
"[name] reached on a throwing error by [position], bunt, advanced to [base] on the error","1"
"[name] out at [base] [position] to [position], bunt, SAC","23"
"[name] Jawan scored","1"
"[name] Jak walked (count)","2"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], 3 RBI","1"
"[name] reached on a fielding error by [position], advanced to [base], SF, RBI (count)","2"
"[name] singled to [fieldLocation], bunt, advanced to [base] on the throw (count)","1"
"[name] Andre singled through the left side, RBI (count)","1"
"[name] scored on a passed ball, team unearned","2"
"Je [name] doubled down the [fieldLocation] (count)","1"
"[name] A.J. struck out swinging","4"
"[name] tripled to [fieldLocation], out at home [position] to [position] to [position] (count)","3"
"[name] pinch hit for [name] Jake","1"
"[name] pinch hit for Camberlain, Jace","1"
"[name] singled, advanced to [base]","10"
"Nic [name] struck out swinging","3"
"[name] Aust walked","2"
"[name] pinch hit for Robertson, C","1"
"[name] reached on a dropped fly by [position] up the middle, advanced to [base] on the error (count)","2"
"[name] advanced to [base] on a passed ball, advanced to [base] on a muffed throw by [position]","1"
"[name] Jesse grounded out to [position] unassisted (count)","1"
"[name] Matt advanced to [base]","3"
"[name] reached on an error by [position], advanced to [base], RBI (count)","15"
"[name] out at [base] [position] to [position], reached on a fielder's choice, bunt (count)","1"
"[name] homered to [fieldLocation], 2 RBI, inside the park","1"
"[name] reached on a fielder's choice to [fieldLocation], SAC, bunt, advanced to [base] on the error (count)","1"
"[name] singled, bunt, advanced to [base] on a throwing error by [position], RBI (count)","5"
"[name] out on the play, runner left early","4"
"[name] Antho grounded out to [position], bunt","1"
"[name] doubled, out at [base] [position] to [position], 2 RBI","1"
"[name] Daul flied out to [position], SAC, RBI","1"
"[name] flied out to [position] down the [position] line","53"
"[name] Jere walked (count)","3"
"[name] Jak singled through the left side, RBI (count)","1"
"[name] to [position] for Abbensetts,","1"
"[name] popped up to [position], interference","1"
"Clayton [name] advanced to [base]","3"
"[name] Andre homered to [fieldLocation], 2 RBI","1"
"[name] popped into double play [position] to [position] (count)","42"
"[name] to [position] for Ril. Johnon","3"
"[name] Larr pinch hit for [name]","4"
"[name] Randell reached on a fielder's choice to [fieldLocation]","1"
"[name] singled, advanced to [base] on an error by [position], RBI (count)","30"
"Casey [name] to [position] for [name]","4"
"[name] singled up the middle, out at [base] [position] to [position] (count)","6"
"[name] to [position] for D. [name]","2"
"Butler, D to [position] for [name]","8"
"[name] doubled to [fieldLocation], 2 RBI, ground-rule (count)","1"
"[name] doubled to [fieldLocation], ground-rule, 2 RBI (count)","12"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], advanced to [base] (count)","9"
"[name] doubled down the [position] line, advanced to [base] on an error by [position], RBI","2"
"[name] reached on a fielding error by [position], SAC, advanced to [base] on a throwing error by [position] (count)","1"
"[name] doubled down the [fieldLocation], advanced to [base] on a throwing error by [position], 3 RBI","1"
"[name] Antho advanced to [base], out at [base] [position] to [position]","1"
"[name] reached on a fielder's choice, bunt, advanced to [base] on a throwing error by [position], RBI","1"
"Chase [name] flied out to [position]","1"
"[name] Sam fouled out to [position]","1"
"[name] singled, reached on a fielder's choice, RBI (count)","1"
"[name] A.J. singled to pitcher","1"
"[name] singled, bunt, advanced to [base] on a throwing error by [position], RBI","1"
