"Event","Frequency"
"[name] Richar singled to [fieldLocation] (count) ","2"
"[name] singled through the right side, RBI; [name] advanced to [base], out at [base] [position] to [position] to [position]; [name] scored ","1"
"[name] flied out to [position], SAC, RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored, unearned ","3"
"J. Lindley singled to [fieldLocation] (count) ","1"
"Perkins,T to [position] for Harvey,J ","1"
"R. Ranie pinch hit for [name] ","1"
"[name] reached on a fielder's choice to pitcher, bunt (count)3a [name] out at [base] [position] to [position] ","7"
"[name] Duncan grounded out to [position] ","2"
"D. [name] struck out swinging (count) ","8"
"[name] stole [base], advanced to [base] on an error by [position]3a [name] stole [base], scored ","1"
"[name] popped into double play [position] unassisted (count): [name] out on the play ","1"
"[name] fouled out to [position], SF, RBI: [name] advanced to [base] on the throw: [name] scored on the throw, unearned ","1"
"[name] walked, RBI; [name] advanced to [base]; [name] Daul advanced to [base]; [name] scored ","1"
"[name] singled to [fieldLocation], 2 RBI, out at [base] [position] to [position] (count)3a [name] scored3a [name] scored ","1"
"SNIATYSKI doubled to [fieldLocation] ","1"
"[name] singled up the middle, advanced to [base] on the throw, RBI (count); [name] scored, unearned ","2"
"Oetting,Mi singled to [fieldLocation] (count) ","1"
"[name] reached on a fielding error by [position], advanced to [base] (count)3a [name] advanced to [base], out at home [position] to [position]3a [name] scored, unearned ","2"
"[name] reached on a fielder's choice to pitcher, bunt, SAC (count); [name] advanced to [base] on a throwing error by [position] ","1"
"[name] singled up the middle; TARANTINO,Matthew advanced to [base] ","1"
"[name] singled through the left side (count)3a [name] advanced to [base]3a [name] advanced to [base] ","64"
"[name] T grounded out to [position] ","1"
"[name] singled to pitcher (count): [name] advanced to [base], advanced to [base] on a throwing error by [position] ","1"
"[name] Hunte walked3a [name] Eri advanced to [base] ","1"
"Klohen, A. walked ","1"
"[name] Jac stole [base] ","4"
"[name] doubled to [fieldLocation] (count): [name] out at [base] [position] to [position] to [position] ","2"
"Hansen, D to [position] for Whiteman ","1"
"[name] grounded out to [position], SAC, bunt (count); Jay. [name] advanced to [base] ","1"
"Clayton [name] grounded out to [position] ","1"
"LUSTER,Antoi to [position] for [name] Daul ","1"
"Rams set school record for runs scored in a game ","1"
"[name] Pey to [position] for [name] Bre ","1"
"[name] singled to [fieldLocation], 2 RBI (count); [name] out at [base] [position] to [position] to [position]; [name] scored, unearned; [name] scored, unearned ","1"
"[name] tripled down the [fieldLocation], 2 RBI (count)3a [name] scored, unearned3a [name] scored, unearned ","1"
"[name] flied out to [position]; [name] advanced to [base] on a throwing error by [position] ","1"
"[name] doubled to [fieldLocation] (count)3a [name] advanced to [base], out at home [position] to [position] ","1"
"[name] reached on an error by [position], advanced to [base]: [name] advanced to [base] ","12"
"[name] singled to [fieldLocation], RBI3a [name] Col advanced to [base]3a [name] Eri scored, unearned ","1"
"[name] reached on an error by [position], SAC, bunt; [name] advanced to [base], out at [base] [position] to [position] ","1"
"[name] singled, advanced to [base] on the throw, RBI; [name] scored; [name] scored ","2"
"[name] flied out to [position], SF, RBI3a [name] advanced to [base], out at [base] [position] to [position]3a [name] scored, unearned ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw; [name] out at [base] [position] to [position] ","1"
"Lindsay grounded out to [position], SAC, bunt3a Fewell advanced to [base]3a Etchison advanced to [base] ","1"
"[name] singled to pitcher, RBI, advanced to [base] on a throwing error by [position] (count); [name] advanced to [base]; [name] scored, unearned ","1"
"[name] doubled down the [fieldLocation], RBI; [name] Randell scored ","1"
"[name] singled to [fieldLocation], RBI (count)3a [name] Jimenez scored ","1"
"[name] reached on a fielder's choice to [fieldLocation], RBI; [name] advanced to [base]; [name] scored ","4"
"[name] singled to [fieldLocation]3a [name] out at [base] [position] to [position] ","2"
"[name] singled through the left side, advanced to [base] on the throw, RBI (count): [name] advanced to [base], out at home [position] to [position]: [name] scored ","1"
"[name] stole [base], advanced to [base] on a wild pitch3a [name] scored on a wild pitch ","1"
"[name] singled to [fieldLocation], 2 RBI, advanced to [base] (count); [name] advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"HELTON stole [base] ","1"
"Game was delayed 90 minutes dues to inclement weather ","1"
"[name] out at [base] [position] to [position] to [position], RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored ","1"
"Albright grounded out to [position] ","1"
"Bakst,Dan advanced to [base] on a wild pitch ","2"
"[name] grounded into double play [position] to [position] to [position]: [name] Pete out on the play ","1"
"[name] doubled down the [position] line, RBI (count); [name] scored ","197"
"Draffen to [position] for Norman ","1"
"[name] grounded out to [position] unassisted (count): Benavidez,R advanced to [base] ","1"
"[name] to [position] for WALTER,Willi ","1"
"[name] reached on a fielder's choice, RBI3a [name] out at [base] [position] to [position] to [position] to [position]3a [name] scored ","1"
"[name] advanced to [base] on the error: [name] advanced to [base] on an error by [position], failed pickoff attempt ","1"
"C. Simoneaux grounded out to [position] (count) ","9"
"[name] singled through the left side, RBI, advanced to [base] on a fielding error by [position] (count): [name] scored ","1"
"[name] hit into double play [position] to [position] to [position], RBI; [name] out on the play; [name] scored, unearned ","1"
"[name] lined into double play [position] to [position] to [position]: [name] out on the play ","1"
"[name] singled, bunt, advanced to [base], 2 RBI (count): [name] scored, unearned: [name] scored, unearned ","1"
"[name] singled, 2 RBI, advanced to [base] on a throwing error by [position] (count)3a [name] advanced to [base], scored on a fielding error by [position], unearned3a [name] scored3a [name] scored ","1"
"[name] reached on a throwing error by [position] (count): [name] scored, unearned ","18"
"[name] doubled to [fieldLocation], advanced to [base] on the throw, 2 RBI (count); [name] advanced to [base], out at home [position] to [position]; [name] scored; [name] scored ","1"
"[name] reached on an error by [position] (count)3a [name] scored3a [name] scored ","1"
"Kaminski struck out swinging, out at [base] [position] to [position] ","1"
"[name] grounded out to [position] unassisted; [name] advanced to [base] ","192"
"[name] doubled down the [position] line, ground-rule, RBI (count); [name] scored ","2"
"[name] flied out to [position], SF, RBI (count): [name] advanced to [base]: [name] out at [base] [position] to [position] to [position]: [name] scored ","1"
"[name] to [position] for [name] Connor ","1"
"[name] reached on a fielder's choice, out at [base] [position] to [position] (count)3a [name] scored on a throwing error by [position], unearned ","1"
"[name] doubled to [fieldLocation], 3 RBI3a [name] scored, unearned3a [name] scored, unearned3a [name] scored, unearned ","1"
"G. Benza to [position] ","2"
"[name] singled to [fieldLocation], RBI; [name] out at [base] [position] to [position]; [name] scored ","1"
"[name] walked, RBI (count): [name] advanced to [base]: [name] advanced to [base]: LUKE, Bryce scored, unearned ","1"
"USD head coach Rich Hill visits mound. Pitches: 27, 16 strikes ","1"
"[name] Kevin reached [base] on a throwing error by [position] ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count); [name] out on the play, out at [base] [position] unassisted ","2"
"[name] singled through the right side, RBI3a [name] advanced to [base]3a [name] scored ","39"
"Souza-Paaluh pinch hit for [name] ","3"
"[name] grounded into double play [position] to [position] to [position] (count)3a [name] out on the play3a [name] DAZ advanced to [base]3a [name] scored ","1"
"[name] reached on an error by [position]: [name] advanced to [base]: [name] scored, unearned: [name] scored, unearned ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] out on double play [position] to [position]3a [name] out on the play ","1"
"[name] reached on a fielding error by [position], bunt (count) ","9"
"[name] flied out to [position]3a [name] no advance ","2"
"[name] singled, advanced to [base] on a fielding error by [position], advanced to [base], RBI (count); [name] scored, unearned; [name] scored, unearned ","1"
"Grove grounded out to [position] ","1"
"[name] singled to [fieldLocation], bunt, advanced to [base] on a throwing error by [position] (count); [name] advanced to [base] ","3"
"[name] doubled, RBI: [name] scored, unearned ","2"
"[name] doubled down the [position] line, 2 RBI3a [name] advanced to [base]3a [name] scored3a [name] scored ","2"
"[name] reached on a fielding error by [position], RBI (count)3a [name] scored ","8"
"[name] singled through the left side, out at [base] [position] to [position] to [position], RBI (count)3a [name] scored ","2"
"[name] pinch hit for [name] Treyben. ","1"
"Tom's HR was initially called 2B, umpires met and changed to HR ","1"
"[name] singled through the right side, advanced to [base] on the throw, RBI (count)3a [name] advanced to [base]3a [name] advanced to [base], out at home [position] to [position]3a [name] scored ","1"
"[name] reached on a throwing error by [position], out at [base] [position] to [position] (count) ","12"
"Wircenske, B struck out swinging (count); Klomfahs, K. stole [base] ","1"
"[name] struck out swinging, reached [base] on a wild pitch (count): [name] advanced to [base]: [name] advanced to [base] ","3"
"D. Morrow doubled down the [fieldLocation], RBI; [name] scored ","1"
"[name] singled to [fieldLocation] (count); [name] scored, scored on a throwing error by [position], unearned ","1"
"[name] reached on an error by [position], SAC, bunt, RBI (count): [name] advanced to [base]: [name] scored ","2"
"[name] advanced to [base] on a muffed throw by [position], assist by [position], assist by [position] ","2"
"[name] reached on an error by [position]; [name] out at [base] [position] to [position] to [position] ","1"
"[name] singled through the left side, RBI: [name] advanced to [base]: [name] scored ","42"
