"Event","Frequency"
"LOPEZ,Bradly hit by pitch","1"
"Foggia struck out looking (count)","2"
"Coss grounded out to [position]","3"
"Olden,R grounded out to [position] (count)","1"
"BUSICK, T singled to [fieldLocation], RBI (count)","1"
"**CSU Head Coach Adam Ward ejected**","1"
"VERLIN,Nate stole [base]","1"
"L. Lambert walked","1"
"D. Morrow walked","1"
"Caught by Left Fielder on warning track","1"
"Rissler advanced to [base]","3"
"Lindsay grounded out to [position]","1"
"Klohen, A. grounded out to [position]","2"
"L. Santiago grounded out to [position]","1"
"StankiewiczD grounded into double play [position] to [position] to [position] (count)","1"
"LUKE, Bryce advanced to [base]","12"
"LUKE, Bryce struck out swinging, out at [base] [position] to [position] (count)","1"
"Dickerson, D advanced to [base]","1"
"S. Thomas grounded out to [position] (count)","1"
"Berthiaume singled to [fieldLocation], out at [base] [position] to [position] to [position]","1"
"C. Pepper out on batter's interference","1"
"Huet, S. doubled down the [position] line (count)","1"
"Laweryson, C to [position] for DeLaite, T.","1"
"A. Katlin struck out looking (count)","1"
"/ for EDWARDS,Chri","4"
"T. Thomas flied out to [position] (count)","1"
"J. Romero to [position] for A. Barrios","1"
"Degnan struck out looking","2"
"HELTON singled to [fieldLocation]","1"
"line drive to [position], [position] was shaded toward bag, dive came up just short","1"
"VERLIN,Nate struck out swinging","4"
"T. Childs struck out looking (count)","1"
"Ward flied out to [position]","2"
"Wircenske, B singled through the right side (count)","1"
"Jarvis Warne grounded out to [position], SAC, bunt (count)","1"
"GADDIS,Nic flied out to [position], SF, RBI","1"
"Kleszczynski out on the play","1"
"Huet, A. to [position] for Murillo, D.","1"
"Maka to [position] for Bass","1"
"Klohen, A. walked (count)","3"
"Klohen, A. flied out to [position]","1"
"R. Ranie struck out swinging to catcher (count)","1"
"Ward scored","1"
"Radford scored, unearned","1"
"Escobar to [position] for Herrington","1"
"/ for VAN DER WEID","1"
"L. Mims, Jr. scored, unearned","1"
"High chopper to the pitcher","1"
"MILLER, D advanced to [base]","1"
"Leatherwood flied out to [position]","2"
"Christophr,R reached on a throwing error by [position] (count)","1"
"L. Mims, Jr. reached on an error by [position] (count)","1"
"O. Reyes singled to [fieldLocation] (count)","1"
"MITCHELL,Mal scored","8"
"Geska to [position]","1"
"Krueger doubled to [fieldLocation], RBI","1"
"M. Irving hit by pitch (count)","1"
"Play at home was appealed and reviewed. Call stands","1"
"Play stands as called","1"
"Klohen, A. scored, unearned","3"
"B. Stevenson struck out looking (count)","1"
"W. Templett grounded out to [position] (count)","1"
"Bayless, B. flied out to [position] (count)","1"
"HAMMERS,Matt out at [base] [position] to [position], caught stealing","1"
"GADDIS,Nic hit by pitch (count)","3"
"Gutierrez out on the play","1"
"Soto hit into double play [position] to [position] (count)","1"
"Adkins, D. pinch hit for Grable, J.","1"
"C Tamez flied out to [position] (count)","1"
"SHULTZ, J grounded out to [position] (count)","1"
"Z. Holliman lined out to [position] (count)","1"
"Game was called after 6 innings due to rain","1"
"Almendarez homered to [fieldLocation], 2 RBI (count)","2"
"Line drive knocked Dye's glove off, recovered and barely got out at home","1"
"JOHNSON,Came singled to [fieldLocation] (count)","1"
"Coss singled to [fieldLocation] (count)","1"
"Diving catch coming in","1"
"Pratt,J to [position] for Reinig,Z","1"
"E. Shelvin flied out to [position], SAC, RBI (count)","1"
"Hudson Jr. advanced to [base]","1"
"E. Crawford struck out swinging (count)","1"
"Sweeney reached on a fielder's choice","1"
"S. Thomas advanced to [base]","3"
"Z. Holliman grounded out to [position] (count)","1"
"LUKE, Bryce grounded out to [position] (count)","8"
"BROUGHTON singled down the [position] line","1"
"FDU Head Coach ejected in T6","1"
"T. Johnson pinch hit for A. King","1"
"Barkley advanced to [base]","2"
"Michalak, P. walked (count)","1"
"Lepre's base hit makes Nowak's run earned","1"
"GADDIS,Nic singled through the left side","1"
"JT Berry out on the play","1"
"Cluxton advanced to [base]","1"
"D.Maciejeski walked (count)","1"
"VERLIN,Nate reached [base] on a throwing error by [position]","1"
"Tony Bova singled to [fieldLocation]","1"
"Bruce scored","1"
"Heard out at [base] [position] unassisted","1"
"LARUE,Will fouled out to [position]","1"
"MITCHELL,Mal struck out swinging (count)","5"
"Hursey walked","1"
"BUTLER advanced to [base]","1"
"TARANTINO,Matthew singled up the middle, 2 RBI","1"
"Harrison struck out swinging","1"
"J. Soto singled to [fieldLocation], RBI (count)","1"
"SCANLON struck out swinging, out at [base] [position] to [position] (count)","1"
"9 minute delay due to pitcher injury","1"
"Etchison singled through the right side","1"
"Visconti to [position]","1"
"B. Dewaine grounded out to [position] (count)","3"
"N. Freimuth advanced to [base] on a balk","1"
"J. Russo to [position] for S. Fannon","1"
"UCR head coach Troy Percival visits mound. Pitches: 25, 18 strks. Count:1-0","1"
"Klohen, A. flied out to [position] (count)","4"
"Gaytan flied out to [position] (count)","1"
"Daniels grounded out to [position] unassisted (count)","1"
"LUKE, Bryce popped up to [position]","2"
"Klohen, A. singled to [fieldLocation]","1"
"Berthiaume singled to [fieldLocation], RBI","1"
"TARANTINO,Matthew doubled to [fieldLocation]","2"
"Reached out for blopper over 1B","1"
"J. Gibson struck out looking","1"
"Vandergroden struck out swinging (count)","1"
"Hurt struck out looking (count)","1"
"C. Vandergro struck out swinging","1"
"Game rescheduled to start at 3:04 pm due to weather delay","1"
"A. Pulcher grounded out to [position] (count)","1"
"Hofer fouled out to [position]","1"
"Closner, O grounded out to [position], SAC, bunt (count)","1"
"Camberlain, Jace struck out swinging","2"
"ROBINSON advanced to [base] on a passed ball","1"
"Grove grounded out to [position], bunt","1"
"HAMMERS,Matt walked (count)","2"
"ROSENBURG, T flied out to [position] (count)","1"
"/ for SHULSTAD,Dev","1"
"Game suspended at 11:55 p.m.; will resume Saturday at 10 a.m","1"
"Hickey to [position]","1"
"Play at plate reviewed, call is confirmed","1"
"BOSELLI struck out swinging","3"
"SHULSTAD,Dev to [position] for ANDERSON,Rya","3"
"Mitchell,D doubled to [fieldLocation], RBI (count)","1"
"Biagini,D struck out swinging, out at [base] [position] to [position] (count)","1"
"Perez advanced to [base]","2"
"R. MacCarric walked","2"
"SNIATYSKI struck out swinging","1"
"Rain delay with one out in top of 7th began at 5:47pm","1"
"CORDOVA-SMITH,Peyton grounded out to [position] unassisted","1"
"Martin scored","1"
"Chamberlin, Jace singled to [fieldLocation], 2 RBI","1"
"K. Butler pinch hit for C. Phelts","1"
"R. Quintanil hit by pitch (count)","1"
"Achecar, F. grounded out to [position], SAC, bunt (count)","1"
"Rain delay in bottom of eighth inning, two outs, two on, 2-0 count","1"
"Visit to the mound with 1-0 count","1"
"McCOLLUM,Jer to [position] for WALTER,Willi","2"
"UNC dugout receives official warning for arguing from HP ump Angel Campos","1"
"HP ump Norris hit @ 7:39 p.m. Game clock continues. Game resumed @8:06 pm","1"
"G. Richards struck out swinging (count)","2"
"A Cruz to [position] for G Valdes","1"
"Nicholls dugout","1"
"Garrett, B. hit into double play [position] to [position] to [position] (count)","1"
"R. Lard grounded out to [position] unassisted (count)","1"
"Ten-pitch at bat & pop fly to shallow LF","1"
"Meisenheimer reached on a fielder's choice (count)","1"
"Hebert, Z. tripled down the [position] line (count)","1"
"R. Ranie out at [base] [position] to [position], picked off","1"
"Mason Miller walked","1"
"Mitchell,D scored","7"
"Haywayd, Buddy flied out to [position], sacrifice fly, RBI","1"
"Line drive at pitcher's head","1"
"J. Kochmansk to [position]","1"
"Shockley struck out swinging (count)","1"
"TARANTINO,Matthew walked","3"
"Arkansas Director of Video and Scouting Zach Barr ejected after 1-0 pitch","1"
"Kelow singled to [fieldLocation], RBI","1"
"Robinette struck out looking (count)","1"
"C. Simoneaux doubled to [fieldLocation], RBI (count)","1"
"VERLIN,Nate doubled to [fieldLocation], RBI","1"
"Fonseca grounded out to [position] (count)","1"
"B. Ector advanced to [base]","1"
"Play resumed: 7:21 p.m","1"
"Cruz singled through the right side (count)","1"
"Diaz,V advanced to [base] on a passed ball","1"
"Hanosky advanced to [base] on a wild pitch","1"
"Base hit [fieldLocation] on a bounce","1"
"Raby advanced to [base]","1"
"T. Goliday advanced to [base]","1"
"49, 31 strikes","1"
"R. Calvin hit by pitch, RBI","1"
"Sroczynski out at [base] [position] to [position] to [position], caught stealing","1"
"VanKalker struck out swinging","1"
"Lorey fouled out to [position] (count)","1"
"M Sheldon out on the play","1"
"A. Barrios walked (count)","2"
"Bryant Keel struck out looking","1"
"Mitchell,D singled to [fieldLocation]","1"
"Deshaun Wess struck out swinging","2"
"Riordan scored","1"
"89, 57 strikes","1"
"Price to [position] for Kunc","1"
"Mitchell,D scored, unearned","2"
"Game delayed for lightning at 2:46 pm, immediately after Pagan's flyout","1"
"Play to resume at 5:15 | Delay of 1:50","1"
"/ for -","1"
"SHULSTAD,Dev to [position]","1"
"Chamberlin grounded out to [position] unassisted (count)","1"
"Sweeney advanced to [base]","2"
"Cox singled up the middle","1"
"Rosario flied out to [position]","2"
"TARANTINO,Matthew grounded out to [position], bunt","1"
"D. Morrow scored on an error by [position]","1"
"Zeschke grounded out to [position]","1"
"FARMER,Garre singled to [fieldLocation] (count)","1"
"Collura, J. reached on a fielder's choice (count)","1"
"M. Rinke scored, unearned","1"
"MEDINA grounded out to [position] unassisted","1"
"K. Rooklin grounded out to [position], bunt (count)","1"
"Grisanti out at [base] [position] unassisted","1"
"B. Scott grounded out to [position], RBI","1"
"Boselli Iii struck out swinging (count)","3"
"Shot of the wall in [fieldLocation]","1"
"Alexander singled up the middle (count)","1"
"VERLIN,Nate scored","8"
"Fernando Smi advanced to [base]","4"
"StankiewiczD to [position]","7"
"Giuliani,D flied out to [position] (count)","1"
"Mitchell,D out at [base] [position] to [position]","2"
"Desormeaux grounded out to [position] unassisted (count)","1"
"M. Hudvagner grounded out to [position] (count)","1"
"Libuano, R. flied out to [position] (count)","1"
"Collura, J. advanced to [base]","1"
"Game resumed at 8:38 pm after 49 minute delay","1"
"Warnimont scored, unearned","1"
"Myers to [position] for Owen","1"
"C. Pepper scored, unearned","1"
"1:11 delay from lightning frm 6:59 pm to 8:10 pm","1"
"LARUE,Will doubled to [fieldLocation]","1"
"De Los Re, S struck out looking (count)","1"
"Giuliani,D scored, unearned","1"
"McCullough out on the play","1"
"Rams set school record for runs scored in a game","1"
"W. Hudson fouled out to [position]","1"
"WKU Coach Ty Megahee ejected by HP Umpire Brian Martin (count)","1"
"P. Mueller pinch hit for M. Rinke","1"
"R. Lard walked (count)","1"
"Luna struck out swinging (count)","3"
"Harris to [position] for Hurt","1"
"TARANTINO,Matthew grounded out to [position], SAC, bunt","1"
"Constantine popped up to [position] (count)","1"
"D. Pittman advanced to [base] on a passed ball","1"
"HAMMERS,Matt grounded out to [position]","1"
"MILLER, D grounded out to [position] (count)","1"
"VERLIN,Nate grounded out to [position], RBI","1"
"Botti,M pinch ran for Steinborn,G","1"
"Buddy Dewaine homered, 3 RBI","1"
"C. Walker grounded out to [position] (count)","1"
"ROBINSON, T. to [position] for SMITH, G.","1"
"Klohen, A. grounded out to [position] unassisted","1"
"J. Martinez walked (count)","2"
"Taylor advanced to [base]","1"
"O. Reyes scored","1"
"Montano grounded out to [position] (count)","1"
"Herschberger scored","1"
"UCR head coach Troy Percival visits mound. Pitches: 5, 0 strikes. Count:1-0","1"
"lighning delay at 6:38 p.m.; in the bottom of the sixth","1"
"JT Berry singled to [fieldLocation] (count)","1"
"Bakst,Dan flied out to [position], RBI (count)","1"
"O. Reyes scored on a wild pitch, unearned","1"
"Error on sacrifice","1"
"Murray singled to [fieldLocation]","1"
"VERLIN,Nate doubled down the [fieldLocation], RBI","1"
"USD head coach Rich Hill visits mound. Pitches","1"
"Catch behind his head near the Stetson dugout","1"
"WALTER,Willi to [position] for ANDERSON,Rya","1"
"Peterson grounded out to [position] (count)","1"
"Enochs grounded out to [position] (count)","1"
"Foster flied out to [position] down the [position] line","1"
"TARANTINO,Matthew doubled to [fieldLocation], RBI","2"
"Fonseca flied out to [position] (count)","2"
"R. Ranie flied out to [position], SF, RBI (count)","1"
"Merchant, Z. out at [base] [position] to [position] (count)","2"
"N. Freimuth singled to [fieldLocation]","2"
"CLEMENT grounded out to [position], RBI","1"
"SNIATYSKI walked","1"
"Slusher homered to [fieldLocation], RBI","1"
"Game is delayed due to expected rain shower in area","1"
"Mitchell,D grounded out to [position]","2"
"R. MacCarric doubled to [fieldLocation], 2 RBI","1"
"A. Dowdy advanced to [base]","1"
"Klohen, A. popped up to [position]","1"
"StankiewiczD hit by pitch (count)","2"
"Howard, A. struck out swinging (count)","1"
"Meidl flied out to [position]","2"
"Berthiaume popped up to [position] (count)","5"
"Failed sacrifice","1"
"Souza-Paaluh to [position]","1"
"LUKE, Bryce flied out to [position]","3"
"Leatherwood out at [base] [position] to [position]","1"
"Leatherwood popped up to [position]","1"
"Rain delay began at 7:35 pm","1"
"O. Reyes advanced to [base] on a wild pitch","1"
"Fernando Smi struck out swinging","2"
"Garcia, D. out at [base] [position] to [position], caught stealing","1"
"Garnder, A. scored","1"
"VERLIN,Nate advanced to [base] on a passed ball","2"
"Fernandez to [position] for Cluxton","1"
"Closner, O struck out looking (count)","5"
"THAMANN, T struck out looking, grounded out to [position] unassisted (count)","1"
"Earls walked (count)","1"
"D. Morrow advanced to [base]","3"
"Jarvis Warne grounded out to [position] up the middle (count)","1"
"Corbett singled up the middle, RBI (count)","1"
"Cruz out on the play","1"
"BLANC,Eric grounded out to [position]","1"
"L. Mims, Jr. stole [base]","3"
"Robinson advanced to [base] on a wild pitch","1"
"frozen on high fastball","1"
"/ for McCOLLUM,Jer","1"
"N. Renaud out on the play","1"
"Angeliny Mad homered to [fieldLocation], 2 RBI (count)","1"
"Bilinger doubled to [fieldLocation], RBI (count)","1"
"Mitchell,D struck out swinging, reached [base] on a wild pitch (count)","1"
"T. Johnson struck out swinging","1"
"J. Harmon reached on a fielder's choice","1"
"J. Russo singled to [fieldLocation] (count)","1"
"Mayeda singled to [fieldLocation]","3"
"A. Rivera advanced to [base]","1"
"Laird, B. flied out to [position] (count)","1"
"BLANKENBERGE walked (count)","6"
"Closner, O singled to [fieldLocation], RBI (count)","1"
"R. Lard grounded out to [position]","1"
"*Game suspended after nine innings due to darkness*","1"
"Yepez grounded out to [position] (count)","1"
"Cardenas, D. struck out swinging (count)","1"
